C2_NM,DT,PRD_DE,C1_NM,ITM_NM
전체,5586586,2016,합계,응급진료결과 현황
전체,5591404,2017,합계,응급진료결과 현황
전체,5794793,2018,합계,응급진료결과 현황
전체,5937569,2019,합계,응급진료결과 현황
전체,4644231,2020,합계,응급진료결과 현황
전체,4812100,2021,합계,응급진료결과 현황
전체,5061764,2022,합계,응급진료결과 현황
전체,5830676,2023,합계,응급진료결과 현황
전체,4262143,2024,합계,응급진료결과 현황
서울,1365315,2016,합계,응급진료결과 현황
서울,1368390,2017,합계,응급진료결과 현황
서울,1439029,2018,합계,응급진료결과 현황
서울,1383982,2019,합계,응급진료결과 현황
서울,1093564,2020,합계,응급진료결과 현황
서울,1109324,2021,합계,응급진료결과 현황
서울,1186025,2022,합계,응급진료결과 현황
서울,1331190,2023,합계,응급진료결과 현황
서울,800599,2024,합계,응급진료결과 현황
부산,221394,2016,합계,응급진료결과 현황
부산,208775,2017,합계,응급진료결과 현황
부산,210506,2018,합계,응급진료결과 현황
부산,235707,2019,합계,응급진료결과 현황
부산,206589,2020,합계,응급진료결과 현황
부산,204755,2021,합계,응급진료결과 현황
부산,206438,2022,합계,응급진료결과 현황
부산,224361,2023,합계,응급진료결과 현황
부산,141547,2024,합계,응급진료결과 현황
대구,217772,2016,합계,응급진료결과 현황
대구,225670,2017,합계,응급진료결과 현황
대구,238731,2018,합계,응급진료결과 현황
대구,246780,2019,합계,응급진료결과 현황
대구,184440,2020,합계,응급진료결과 현황
대구,209957,2021,합계,응급진료결과 현황
대구,217511,2022,합계,응급진료결과 현황
대구,233527,2023,합계,응급진료결과 현황
대구,146951,2024,합계,응급진료결과 현황
인천,355014,2016,합계,응급진료결과 현황
인천,371256,2017,합계,응급진료결과 현황
인천,380219,2018,합계,응급진료결과 현황
인천,390872,2019,합계,응급진료결과 현황
인천,309621,2020,합계,응급진료결과 현황
인천,330256,2021,합계,응급진료결과 현황
인천,352900,2022,합계,응급진료결과 현황
인천,394035,2023,합계,응급진료결과 현황
인천,318810,2024,합계,응급진료결과 현황
광주,164953,2016,합계,응급진료결과 현황
광주,164529,2017,합계,응급진료결과 현황
광주,170088,2018,합계,응급진료결과 현황
광주,182436,2019,합계,응급진료결과 현황
광주,140056,2020,합계,응급진료결과 현황
광주,143820,2021,합계,응급진료결과 현황
광주,146677,2022,합계,응급진료결과 현황
광주,156449,2023,합계,응급진료결과 현황
광주,118652,2024,합계,응급진료결과 현황
대전,209772,2016,합계,응급진료결과 현황
대전,204628,2017,합계,응급진료결과 현황
대전,211549,2018,합계,응급진료결과 현황
대전,203632,2019,합계,응급진료결과 현황
대전,154941,2020,합계,응급진료결과 현황
대전,153436,2021,합계,응급진료결과 현황
대전,157759,2022,합계,응급진료결과 현황
대전,198932,2023,합계,응급진료결과 현황
대전,125075,2024,합계,응급진료결과 현황
울산,82502,2016,합계,응급진료결과 현황
울산,81219,2017,합계,응급진료결과 현황
울산,84090,2018,합계,응급진료결과 현황
울산,82288,2019,합계,응급진료결과 현황
울산,68075,2020,합계,응급진료결과 현황
울산,70860,2021,합계,응급진료결과 현황
울산,69301,2022,합계,응급진료결과 현황
울산,147649,2023,합계,응급진료결과 현황
울산,121273,2024,합계,응급진료결과 현황
세종,10006,2020,합계,응급진료결과 현황
세종,27538,2021,합계,응급진료결과 현황
세종,32364,2022,합계,응급진료결과 현황
세종,38426,2023,합계,응급진료결과 현황
세종,27775,2024,합계,응급진료결과 현황
경기,1355595,2016,합계,응급진료결과 현황
경기,1314645,2017,합계,응급진료결과 현황
경기,1376578,2018,합계,응급진료결과 현황
경기,1488891,2019,합계,응급진료결과 현황
경기,1093766,2020,합계,응급진료결과 현황
경기,1146462,2021,합계,응급진료결과 현황
경기,1188655,2022,합계,응급진료결과 현황
경기,1436224,2023,합계,응급진료결과 현황
경기,1083500,2024,합계,응급진료결과 현황
강원,192048,2016,합계,응급진료결과 현황
강원,202152,2017,합계,응급진료결과 현황
강원,211381,2018,합계,응급진료결과 현황
강원,211083,2019,합계,응급진료결과 현황
강원,177957,2020,합계,응급진료결과 현황
강원,178243,2021,합계,응급진료결과 현황
강원,190380,2022,합계,응급진료결과 현황
강원,193714,2023,합계,응급진료결과 현황
강원,126322,2024,합계,응급진료결과 현황
충북,122280,2016,합계,응급진료결과 현황
충북,120014,2017,합계,응급진료결과 현황
충북,124053,2018,합계,응급진료결과 현황
충북,156992,2019,합계,응급진료결과 현황
충북,120027,2020,합계,응급진료결과 현황
충북,128447,2021,합계,응급진료결과 현황
충북,134069,2022,합계,응급진료결과 현황
충북,160780,2023,합계,응급진료결과 현황
충북,152626,2024,합계,응급진료결과 현황
충남,283273,2016,합계,응급진료결과 현황
충남,269894,2017,합계,응급진료결과 현황
충남,277642,2018,합계,응급진료결과 현황
충남,273457,2019,합계,응급진료결과 현황
충남,209273,2020,합계,응급진료결과 현황
충남,226212,2021,합계,응급진료결과 현황
충남,247204,2022,합계,응급진료결과 현황
충남,277826,2023,합계,응급진료결과 현황
충남,222191,2024,합계,응급진료결과 현황
전북,215054,2016,합계,응급진료결과 현황
전북,248885,2017,합계,응급진료결과 현황
전북,233274,2018,합계,응급진료결과 현황
전북,271530,2019,합계,응급진료결과 현황
전북,232001,2020,합계,응급진료결과 현황
전북,222777,2021,합계,응급진료결과 현황
전북,245769,2022,합계,응급진료결과 현황
전북,270146,2023,합계,응급진료결과 현황
전북,235196,2024,합계,응급진료결과 현황
전남,107974,2016,합계,응급진료결과 현황
전남,110773,2017,합계,응급진료결과 현황
전남,115365,2018,합계,응급진료결과 현황
전남,115038,2019,합계,응급진료결과 현황
전남,105867,2020,합계,응급진료결과 현황
전남,103722,2021,합계,응급진료결과 현황
전남,100842,2022,합계,응급진료결과 현황
전남,113755,2023,합계,응급진료결과 현황
전남,100662,2024,합계,응급진료결과 현황
경북,267845,2016,합계,응급진료결과 현황
경북,259858,2017,합계,응급진료결과 현황
경북,265999,2018,합계,응급진료결과 현황
경북,257419,2019,합계,응급진료결과 현황
경북,195905,2020,합계,응급진료결과 현황
경북,209135,2021,합계,응급진료결과 현황
경북,223385,2022,합계,응급진료결과 현황
경북,255318,2023,합계,응급진료결과 현황
경북,220706,2024,합계,응급진료결과 현황
경남,259531,2016,합계,응급진료결과 현황
경남,273698,2017,합계,응급진료결과 현황
경남,287029,2018,합계,응급진료결과 현황
경남,273035,2019,합계,응급진료결과 현황
경남,213356,2020,합계,응급진료결과 현황
경남,217151,2021,합계,응급진료결과 현황
경남,225457,2022,합계,응급진료결과 현황
경남,262331,2023,합계,응급진료결과 현황
경남,211707,2024,합계,응급진료결과 현황
제주,166264,2016,합계,응급진료결과 현황
제주,167018,2017,합계,응급진료결과 현황
제주,169260,2018,합계,응급진료결과 현황
제주,164427,2019,합계,응급진료결과 현황
제주,128787,2020,합계,응급진료결과 현황
제주,130005,2021,합계,응급진료결과 현황
제주,137028,2022,합계,응급진료결과 현황
제주,136013,2023,합계,응급진료결과 현황
제주,108551,2024,합계,응급진료결과 현황
전체,4301880,2016,귀가,응급진료결과 현황
전체,4275584,2017,귀가,응급진료결과 현황
전체,4440062,2018,귀가,응급진료결과 현황
전체,4533068,2019,귀가,응급진료결과 현황
전체,3440198,2020,귀가,응급진료결과 현황
전체,3568502,2021,귀가,응급진료결과 현황
전체,3772284,2022,귀가,응급진료결과 현황
전체,4371170,2023,귀가,응급진료결과 현황
전체,3044683,2024,귀가,응급진료결과 현황
서울,1073925,2016,귀가,응급진료결과 현황
서울,1069787,2017,귀가,응급진료결과 현황
서울,1128033,2018,귀가,응급진료결과 현황
서울,1083659,2019,귀가,응급진료결과 현황
서울,831455,2020,귀가,응급진료결과 현황
서울,841235,2021,귀가,응급진료결과 현황
서울,895637,2022,귀가,응급진료결과 현황
서울,1008455,2023,귀가,응급진료결과 현황
서울,564491,2024,귀가,응급진료결과 현황
부산,155620,2016,귀가,응급진료결과 현황
부산,143477,2017,귀가,응급진료결과 현황
부산,145149,2018,귀가,응급진료결과 현황
부산,166125,2019,귀가,응급진료결과 현황
부산,142421,2020,귀가,응급진료결과 현황
부산,139051,2021,귀가,응급진료결과 현황
부산,139256,2022,귀가,응급진료결과 현황
부산,152428,2023,귀가,응급진료결과 현황
부산,90961,2024,귀가,응급진료결과 현황
대구,149380,2016,귀가,응급진료결과 현황
대구,155920,2017,귀가,응급진료결과 현황
대구,166413,2018,귀가,응급진료결과 현황
대구,171609,2019,귀가,응급진료결과 현황
대구,121862,2020,귀가,응급진료결과 현황
대구,136402,2021,귀가,응급진료결과 현황
대구,140769,2022,귀가,응급진료결과 현황
대구,153735,2023,귀가,응급진료결과 현황
대구,94076,2024,귀가,응급진료결과 현황
인천,281824,2016,귀가,응급진료결과 현황
인천,288426,2017,귀가,응급진료결과 현황
인천,292525,2018,귀가,응급진료결과 현황
인천,301696,2019,귀가,응급진료결과 현황
인천,228821,2020,귀가,응급진료결과 현황
인천,250168,2021,귀가,응급진료결과 현황
인천,273169,2022,귀가,응급진료결과 현황
인천,301212,2023,귀가,응급진료결과 현황
인천,232689,2024,귀가,응급진료결과 현황
광주,117427,2016,귀가,응급진료결과 현황
광주,118022,2017,귀가,응급진료결과 현황
광주,120594,2018,귀가,응급진료결과 현황
광주,130784,2019,귀가,응급진료결과 현황
광주,97076,2020,귀가,응급진료결과 현황
광주,99148,2021,귀가,응급진료결과 현황
광주,102068,2022,귀가,응급진료결과 현황
광주,108935,2023,귀가,응급진료결과 현황
광주,81464,2024,귀가,응급진료결과 현황
대전,152564,2016,귀가,응급진료결과 현황
대전,148876,2017,귀가,응급진료결과 현황
대전,156459,2018,귀가,응급진료결과 현황
대전,150223,2019,귀가,응급진료결과 현황
대전,110521,2020,귀가,응급진료결과 현황
대전,109262,2021,귀가,응급진료결과 현황
대전,113669,2022,귀가,응급진료결과 현황
대전,146808,2023,귀가,응급진료결과 현황
대전,85652,2024,귀가,응급진료결과 현황
울산,61974,2016,귀가,응급진료결과 현황
울산,60216,2017,귀가,응급진료결과 현황
울산,62378,2018,귀가,응급진료결과 현황
울산,60567,2019,귀가,응급진료결과 현황
울산,49286,2020,귀가,응급진료결과 현황
울산,51798,2021,귀가,응급진료결과 현황
울산,49587,2022,귀가,응급진료결과 현황
울산,115537,2023,귀가,응급진료결과 현황
울산,90507,2024,귀가,응급진료결과 현황
세종,8006,2020,귀가,응급진료결과 현황
세종,22130,2021,귀가,응급진료결과 현황
세종,25916,2022,귀가,응급진료결과 현황
세종,30946,2023,귀가,응급진료결과 현황
세종,21696,2024,귀가,응급진료결과 현황
경기,1077285,2016,귀가,응급진료결과 현황
경기,1040546,2017,귀가,응급진료결과 현황
경기,1091914,2018,귀가,응급진료결과 현황
경기,1173422,2019,귀가,응급진료결과 현황
경기,838993,2020,귀가,응급진료결과 현황
경기,873582,2021,귀가,응급진료결과 현황
경기,909045,2022,귀가,응급진료결과 현황
경기,1095446,2023,귀가,응급진료결과 현황
경기,784777,2024,귀가,응급진료결과 현황
강원,141930,2016,귀가,응급진료결과 현황
강원,147928,2017,귀가,응급진료결과 현황
강원,156481,2018,귀가,응급진료결과 현황
강원,153911,2019,귀가,응급진료결과 현황
강원,127024,2020,귀가,응급진료결과 현황
강원,128660,2021,귀가,응급진료결과 현황
강원,139155,2022,귀가,응급진료결과 현황
강원,140601,2023,귀가,응급진료결과 현황
강원,85814,2024,귀가,응급진료결과 현황
충북,92141,2016,귀가,응급진료결과 현황
충북,89920,2017,귀가,응급진료결과 현황
충북,93798,2018,귀가,응급진료결과 현황
충북,115868,2019,귀가,응급진료결과 현황
충북,85702,2020,귀가,응급진료결과 현황
충북,94435,2021,귀가,응급진료결과 현황
충북,98212,2022,귀가,응급진료결과 현황
충북,116871,2023,귀가,응급진료결과 현황
충북,105987,2024,귀가,응급진료결과 현황
충남,227207,2016,귀가,응급진료결과 현황
충남,214001,2017,귀가,응급진료결과 현황
충남,219721,2018,귀가,응급진료결과 현황
충남,214194,2019,귀가,응급진료결과 현황
충남,160608,2020,귀가,응급진료결과 현황
충남,178740,2021,귀가,응급진료결과 현황
충남,196496,2022,귀가,응급진료결과 현황
충남,222309,2023,귀가,응급진료결과 현황
충남,168948,2024,귀가,응급진료결과 현황
전북,150732,2016,귀가,응급진료결과 현황
전북,179617,2017,귀가,응급진료결과 현황
전북,166655,2018,귀가,응급진료결과 현황
전북,195234,2019,귀가,응급진료결과 현황
전북,163683,2020,귀가,응급진료결과 현황
전북,154868,2021,귀가,응급진료결과 현황
전북,173938,2022,귀가,응급진료결과 현황
전북,192992,2023,귀가,응급진료결과 현황
전북,166212,2024,귀가,응급진료결과 현황
전남,77169,2016,귀가,응급진료결과 현황
전남,77776,2017,귀가,응급진료결과 현황
전남,81237,2018,귀가,응급진료결과 현황
전남,81017,2019,귀가,응급진료결과 현황
전남,72740,2020,귀가,응급진료결과 현황
전남,71569,2021,귀가,응급진료결과 현황
전남,70772,2022,귀가,응급진료결과 현황
전남,81455,2023,귀가,응급진료결과 현황
전남,70329,2024,귀가,응급진료결과 현황
경북,207871,2016,귀가,응급진료결과 현황
경북,198779,2017,귀가,응급진료결과 현황
경북,204537,2018,귀가,응급진료결과 현황
경북,197487,2019,귀가,응급진료결과 현황
경북,146554,2020,귀가,응급진료결과 현황
경북,157609,2021,귀가,응급진료결과 현황
경북,172772,2022,귀가,응급진료결과 현황
경북,200857,2023,귀가,응급진료결과 현황
경북,165349,2024,귀가,응급진료결과 현황
경남,199652,2016,귀가,응급진료결과 현황
경남,205159,2017,귀가,응급진료결과 현황
경남,214421,2018,귀가,응급진료결과 현황
경남,201379,2019,귀가,응급진료결과 현황
경남,150587,2020,귀가,응급진료결과 현황
경남,152955,2021,귀가,응급진료결과 현황
경남,159926,2022,귀가,응급진료결과 현황
경남,191796,2023,귀가,응급진료결과 현황
경남,149762,2024,귀가,응급진료결과 현황
제주,135179,2016,귀가,응급진료결과 현황
제주,137134,2017,귀가,응급진료결과 현황
제주,139747,2018,귀가,응급진료결과 현황
제주,135893,2019,귀가,응급진료결과 현황
제주,104859,2020,귀가,응급진료결과 현황
제주,106890,2021,귀가,응급진료결과 현황
제주,111897,2022,귀가,응급진료결과 현황
제주,110787,2023,귀가,응급진료결과 현황
제주,85969,2024,귀가,응급진료결과 현황
전체,4053827,2016,증상호전,응급진료결과 현황
전체,4054989,2017,증상호전,응급진료결과 현황
전체,4237506,2018,증상호전,응급진료결과 현황
전체,4337739,2019,증상호전,응급진료결과 현황
전체,3261561,2020,증상호전,응급진료결과 현황
전체,3228114,2021,증상호전,응급진료결과 현황
전체,3453859,2022,증상호전,응급진료결과 현황
전체,4132720,2023,증상호전,응급진료결과 현황
전체,2950902,2024,증상호전,응급진료결과 현황
서울,1028420,2016,증상호전,응급진료결과 현황
서울,1022198,2017,증상호전,응급진료결과 현황
서울,1080602,2018,증상호전,응급진료결과 현황
서울,1042298,2019,증상호전,응급진료결과 현황
서울,795021,2020,증상호전,응급진료결과 현황
서울,737204,2021,증상호전,응급진료결과 현황
서울,795996,2022,증상호전,응급진료결과 현황
서울,932760,2023,증상호전,응급진료결과 현황
서울,548600,2024,증상호전,응급진료결과 현황
부산,146013,2016,증상호전,응급진료결과 현황
부산,134836,2017,증상호전,응급진료결과 현황
부산,136371,2018,증상호전,응급진료결과 현황
부산,156614,2019,증상호전,응급진료결과 현황
부산,134466,2020,증상호전,응급진료결과 현황
부산,131922,2021,증상호전,응급진료결과 현황
부산,132827,2022,증상호전,응급진료결과 현황
부산,145689,2023,증상호전,응급진료결과 현황
부산,87423,2024,증상호전,응급진료결과 현황
대구,136515,2016,증상호전,응급진료결과 현황
대구,145398,2017,증상호전,응급진료결과 현황
대구,157016,2018,증상호전,응급진료결과 현황
대구,162840,2019,증상호전,응급진료결과 현황
대구,115600,2020,증상호전,응급진료결과 현황
대구,129549,2021,증상호전,응급진료결과 현황
대구,135154,2022,증상호전,응급진료결과 현황
대구,148484,2023,증상호전,응급진료결과 현황
대구,91736,2024,증상호전,응급진료결과 현황
인천,271154,2016,증상호전,응급진료결과 현황
인천,276680,2017,증상호전,응급진료결과 현황
인천,282101,2018,증상호전,응급진료결과 현황
인천,291182,2019,증상호전,응급진료결과 현황
인천,215490,2020,증상호전,응급진료결과 현황
인천,218337,2021,증상호전,응급진료결과 현황
인천,242650,2022,증상호전,응급진료결과 현황
인천,284535,2023,증상호전,응급진료결과 현황
인천,226616,2024,증상호전,응급진료결과 현황
광주,112365,2016,증상호전,응급진료결과 현황
광주,113669,2017,증상호전,응급진료결과 현황
광주,117049,2018,증상호전,응급진료결과 현황
광주,127162,2019,증상호전,응급진료결과 현황
광주,93364,2020,증상호전,응급진료결과 현황
광주,92933,2021,증상호전,응급진료결과 현황
광주,94514,2022,증상호전,응급진료결과 현황
광주,104843,2023,증상호전,응급진료결과 현황
광주,80535,2024,증상호전,응급진료결과 현황
대전,143429,2016,증상호전,응급진료결과 현황
대전,140814,2017,증상호전,응급진료결과 현황
대전,146986,2018,증상호전,응급진료결과 현황
대전,141708,2019,증상호전,응급진료결과 현황
대전,102439,2020,증상호전,응급진료결과 현황
대전,99054,2021,증상호전,응급진료결과 현황
대전,103575,2022,증상호전,응급진료결과 현황
대전,136446,2023,증상호전,응급진료결과 현황
대전,82673,2024,증상호전,응급진료결과 현황
울산,60190,2016,증상호전,응급진료결과 현황
울산,58775,2017,증상호전,응급진료결과 현황
울산,60950,2018,증상호전,응급진료결과 현황
울산,59088,2019,증상호전,응급진료결과 현황
울산,48151,2020,증상호전,응급진료결과 현황
울산,47773,2021,증상호전,응급진료결과 현황
울산,45780,2022,증상호전,응급진료결과 현황
울산,110402,2023,증상호전,응급진료결과 현황
울산,88092,2024,증상호전,응급진료결과 현황
세종,7919,2020,증상호전,응급진료결과 현황
세종,21969,2021,증상호전,응급진료결과 현황
세종,25780,2022,증상호전,응급진료결과 현황
세종,30828,2023,증상호전,응급진료결과 현황
세종,21602,2024,증상호전,응급진료결과 현황
경기,1021243,2016,증상호전,응급진료결과 현황
경기,988964,2017,증상호전,응급진료결과 현황
경기,1039297,2018,증상호전,응급진료결과 현황
경기,1119412,2019,증상호전,응급진료결과 현황
경기,789973,2020,증상호전,응급진료결과 현황
경기,783260,2021,증상호전,응급진료결과 현황
경기,834757,2022,증상호전,응급진료결과 현황
경기,1039328,2023,증상호전,응급진료결과 현황
경기,760465,2024,증상호전,응급진료결과 현황
강원,137219,2016,증상호전,응급진료결과 현황
강원,143309,2017,증상호전,응급진료결과 현황
강원,151989,2018,증상호전,응급진료결과 현황
강원,149110,2019,증상호전,응급진료결과 현황
강원,123672,2020,증상호전,응급진료결과 현황
강원,124104,2021,증상호전,응급진료결과 현황
강원,131611,2022,증상호전,응급진료결과 현황
강원,136018,2023,증상호전,응급진료결과 현황
강원,83985,2024,증상호전,응급진료결과 현황
충북,80753,2016,증상호전,응급진료결과 현황
충북,79751,2017,증상호전,응급진료결과 현황
충북,88857,2018,증상호전,응급진료결과 현황
충북,111362,2019,증상호전,응급진료결과 현황
충북,82502,2020,증상호전,응급진료결과 현황
충북,90892,2021,증상호전,응급진료결과 현황
충북,94748,2022,증상호전,응급진료결과 현황
충북,113230,2023,증상호전,응급진료결과 현황
충북,102941,2024,증상호전,응급진료결과 현황
충남,218193,2016,증상호전,응급진료결과 현황
충남,206180,2017,증상호전,응급진료결과 현황
충남,211285,2018,증상호전,응급진료결과 현황
충남,206134,2019,증상호전,응급진료결과 현황
충남,154236,2020,증상호전,응급진료결과 현황
충남,165066,2021,증상호전,응급진료결과 현황
충남,180387,2022,증상호전,응급진료결과 현황
충남,210833,2023,증상호전,응급진료결과 현황
충남,161403,2024,증상호전,응급진료결과 현황
전북,141579,2016,증상호전,응급진료결과 현황
전북,170263,2017,증상호전,응급진료결과 현황
전북,158271,2018,증상호전,응급진료결과 현황
전북,186815,2019,증상호전,응급진료결과 현황
전북,155975,2020,증상호전,응급진료결과 현황
전북,141548,2021,증상호전,응급진료결과 현황
전북,160109,2022,증상호전,응급진료결과 현황
전북,185392,2023,증상호전,응급진료결과 현황
전북,161699,2024,증상호전,응급진료결과 현황
전남,59691,2016,증상호전,응급진료결과 현황
전남,64060,2017,증상호전,응급진료결과 현황
전남,76138,2018,증상호전,응급진료결과 현황
전남,75021,2019,증상호전,응급진료결과 현황
전남,67684,2020,증상호전,응급진료결과 현황
전남,64226,2021,증상호전,응급진료결과 현황
전남,65685,2022,증상호전,응급진료결과 현황
전남,76680,2023,증상호전,응급진료결과 현황
전남,66389,2024,증상호전,응급진료결과 현황
경북,176188,2016,증상호전,응급진료결과 현황
경북,181596,2017,증상호전,응급진료결과 현황
경북,189847,2018,증상호전,응급진료결과 현황
경북,184160,2019,증상호전,응급진료결과 현황
경북,133887,2020,증상호전,응급진료결과 현황
경북,140030,2021,증상호전,응급진료결과 현황
경북,155436,2022,증상호전,응급진료결과 현황
경북,186919,2023,증상호전,응급진료결과 현황
경북,157795,2024,증상호전,응급진료결과 현황
경남,190583,2016,증상호전,응급진료결과 현황
경남,195943,2017,증상호전,응급진료결과 현황
경남,205407,2018,증상호전,응급진료결과 현황
경남,192924,2019,증상호전,응급진료결과 현황
경남,144330,2020,증상호전,응급진료결과 현황
경남,146807,2021,증상호전,응급진료결과 현황
경남,153536,2022,증상호전,응급진료결과 현황
경남,185206,2023,증상호전,응급진료결과 현황
경남,145444,2024,증상호전,응급진료결과 현황
제주,130292,2016,증상호전,응급진료결과 현황
제주,132553,2017,증상호전,응급진료결과 현황
제주,135340,2018,증상호전,응급진료결과 현황
제주,131909,2019,증상호전,응급진료결과 현황
제주,96852,2020,증상호전,응급진료결과 현황
제주,93440,2021,증상호전,응급진료결과 현황
제주,101314,2022,증상호전,응급진료결과 현황
제주,105127,2023,증상호전,응급진료결과 현황
제주,83504,2024,증상호전,응급진료결과 현황
전체,1941,2016,말기질환으로 귀가,응급진료결과 현황
전체,2095,2017,말기질환으로 귀가,응급진료결과 현황
전체,2173,2018,말기질환으로 귀가,응급진료결과 현황
전체,1853,2019,말기질환으로 귀가,응급진료결과 현황
전체,1254,2020,말기질환으로 귀가,응급진료결과 현황
전체,1282,2021,말기질환으로 귀가,응급진료결과 현황
전체,1195,2022,말기질환으로 귀가,응급진료결과 현황
전체,1156,2023,말기질환으로 귀가,응급진료결과 현황
전체,757,2024,말기질환으로 귀가,응급진료결과 현황
서울,526,2016,말기질환으로 귀가,응급진료결과 현황
서울,628,2017,말기질환으로 귀가,응급진료결과 현황
서울,465,2018,말기질환으로 귀가,응급진료결과 현황
서울,450,2019,말기질환으로 귀가,응급진료결과 현황
서울,305,2020,말기질환으로 귀가,응급진료결과 현황
서울,391,2021,말기질환으로 귀가,응급진료결과 현황
서울,388,2022,말기질환으로 귀가,응급진료결과 현황
서울,347,2023,말기질환으로 귀가,응급진료결과 현황
서울,183,2024,말기질환으로 귀가,응급진료결과 현황
부산,72,2016,말기질환으로 귀가,응급진료결과 현황
부산,71,2017,말기질환으로 귀가,응급진료결과 현황
부산,110,2018,말기질환으로 귀가,응급진료결과 현황
부산,148,2019,말기질환으로 귀가,응급진료결과 현황
부산,118,2020,말기질환으로 귀가,응급진료결과 현황
부산,106,2021,말기질환으로 귀가,응급진료결과 현황
부산,91,2022,말기질환으로 귀가,응급진료결과 현황
부산,116,2023,말기질환으로 귀가,응급진료결과 현황
부산,30,2024,말기질환으로 귀가,응급진료결과 현황
대구,53,2016,말기질환으로 귀가,응급진료결과 현황
대구,72,2017,말기질환으로 귀가,응급진료결과 현황
대구,131,2018,말기질환으로 귀가,응급진료결과 현황
대구,163,2019,말기질환으로 귀가,응급진료결과 현황
대구,127,2020,말기질환으로 귀가,응급진료결과 현황
대구,77,2021,말기질환으로 귀가,응급진료결과 현황
대구,123,2022,말기질환으로 귀가,응급진료결과 현황
대구,66,2023,말기질환으로 귀가,응급진료결과 현황
대구,21,2024,말기질환으로 귀가,응급진료결과 현황
인천,66,2016,말기질환으로 귀가,응급진료결과 현황
인천,44,2017,말기질환으로 귀가,응급진료결과 현황
인천,16,2018,말기질환으로 귀가,응급진료결과 현황
인천,27,2019,말기질환으로 귀가,응급진료결과 현황
인천,27,2020,말기질환으로 귀가,응급진료결과 현황
인천,37,2021,말기질환으로 귀가,응급진료결과 현황
인천,59,2022,말기질환으로 귀가,응급진료결과 현황
인천,44,2023,말기질환으로 귀가,응급진료결과 현황
인천,34,2024,말기질환으로 귀가,응급진료결과 현황
광주,28,2016,말기질환으로 귀가,응급진료결과 현황
광주,27,2017,말기질환으로 귀가,응급진료결과 현황
광주,34,2018,말기질환으로 귀가,응급진료결과 현황
광주,21,2019,말기질환으로 귀가,응급진료결과 현황
광주,21,2020,말기질환으로 귀가,응급진료결과 현황
광주,52,2021,말기질환으로 귀가,응급진료결과 현황
광주,18,2022,말기질환으로 귀가,응급진료결과 현황
광주,7,2023,말기질환으로 귀가,응급진료결과 현황
광주,3,2024,말기질환으로 귀가,응급진료결과 현황
대전,95,2016,말기질환으로 귀가,응급진료결과 현황
대전,101,2017,말기질환으로 귀가,응급진료결과 현황
대전,105,2018,말기질환으로 귀가,응급진료결과 현황
대전,107,2019,말기질환으로 귀가,응급진료결과 현황
대전,43,2020,말기질환으로 귀가,응급진료결과 현황
대전,32,2021,말기질환으로 귀가,응급진료결과 현황
대전,18,2022,말기질환으로 귀가,응급진료결과 현황
대전,22,2023,말기질환으로 귀가,응급진료결과 현황
대전,9,2024,말기질환으로 귀가,응급진료결과 현황
울산,7,2016,말기질환으로 귀가,응급진료결과 현황
울산,2,2017,말기질환으로 귀가,응급진료결과 현황
울산,-,2018,말기질환으로 귀가,응급진료결과 현황
울산,4,2019,말기질환으로 귀가,응급진료결과 현황
울산,5,2020,말기질환으로 귀가,응급진료결과 현황
울산,-,2021,말기질환으로 귀가,응급진료결과 현황
울산,-,2022,말기질환으로 귀가,응급진료결과 현황
울산,37,2023,말기질환으로 귀가,응급진료결과 현황
울산,1,2024,말기질환으로 귀가,응급진료결과 현황
세종,2,2020,말기질환으로 귀가,응급진료결과 현황
세종,-,2021,말기질환으로 귀가,응급진료결과 현황
세종,-,2022,말기질환으로 귀가,응급진료결과 현황
세종,2,2023,말기질환으로 귀가,응급진료결과 현황
세종,-,2024,말기질환으로 귀가,응급진료결과 현황
경기,298,2016,말기질환으로 귀가,응급진료결과 현황
경기,294,2017,말기질환으로 귀가,응급진료결과 현황
경기,372,2018,말기질환으로 귀가,응급진료결과 현황
경기,247,2019,말기질환으로 귀가,응급진료결과 현황
경기,189,2020,말기질환으로 귀가,응급진료결과 현황
경기,117,2021,말기질환으로 귀가,응급진료결과 현황
경기,148,2022,말기질환으로 귀가,응급진료결과 현황
경기,197,2023,말기질환으로 귀가,응급진료결과 현황
경기,105,2024,말기질환으로 귀가,응급진료결과 현황
강원,51,2016,말기질환으로 귀가,응급진료결과 현황
강원,122,2017,말기질환으로 귀가,응급진료결과 현황
강원,24,2018,말기질환으로 귀가,응급진료결과 현황
강원,23,2019,말기질환으로 귀가,응급진료결과 현황
강원,9,2020,말기질환으로 귀가,응급진료결과 현황
강원,40,2021,말기질환으로 귀가,응급진료결과 현황
강원,19,2022,말기질환으로 귀가,응급진료결과 현황
강원,24,2023,말기질환으로 귀가,응급진료결과 현황
강원,17,2024,말기질환으로 귀가,응급진료결과 현황
충북,7,2016,말기질환으로 귀가,응급진료결과 현황
충북,25,2017,말기질환으로 귀가,응급진료결과 현황
충북,22,2018,말기질환으로 귀가,응급진료결과 현황
충북,17,2019,말기질환으로 귀가,응급진료결과 현황
충북,21,2020,말기질환으로 귀가,응급진료결과 현황
충북,39,2021,말기질환으로 귀가,응급진료결과 현황
충북,35,2022,말기질환으로 귀가,응급진료결과 현황
충북,26,2023,말기질환으로 귀가,응급진료결과 현황
