C2_NM,DT,PRD_DE,C1_NM,ITM_NM
서울,190432,2021,일반병실,응급진료결과 현황
서울,211382,2022,일반병실,응급진료결과 현황
서울,239200,2023,일반병실,응급진료결과 현황
서울,167255,2024,일반병실,응급진료결과 현황
부산,46866,2016,일반병실,응급진료결과 현황
부산,48366,2017,일반병실,응급진료결과 현황
부산,48656,2018,일반병실,응급진료결과 현황
부산,51738,2019,일반병실,응급진료결과 현황
부산,46665,2020,일반병실,응급진료결과 현황
부산,48964,2021,일반병실,응급진료결과 현황
부산,50308,2022,일반병실,응급진료결과 현황
부산,54544,2023,일반병실,응급진료결과 현황
부산,35604,2024,일반병실,응급진료결과 현황
대구,46534,2016,일반병실,응급진료결과 현황
대구,46179,2017,일반병실,응급진료결과 현황
대구,49404,2018,일반병실,응급진료결과 현황
대구,51702,2019,일반병실,응급진료결과 현황
대구,42831,2020,일반병실,응급진료결과 현황
대구,52592,2021,일반병실,응급진료결과 현황
대구,55968,2022,일반병실,응급진료결과 현황
대구,59798,2023,일반병실,응급진료결과 현황
대구,37152,2024,일반병실,응급진료결과 현황
인천,53781,2016,일반병실,응급진료결과 현황
인천,61719,2017,일반병실,응급진료결과 현황
인천,65721,2018,일반병실,응급진료결과 현황
인천,64857,2019,일반병실,응급진료결과 현황
인천,54476,2020,일반병실,응급진료결과 현황
인천,56335,2021,일반병실,응급진료결과 현황
인천,54190,2022,일반병실,응급진료결과 현황
인천,67552,2023,일반병실,응급진료결과 현황
인천,61220,2024,일반병실,응급진료결과 현황
광주,32447,2016,일반병실,응급진료결과 현황
광주,32174,2017,일반병실,응급진료결과 현황
광주,34309,2018,일반병실,응급진료결과 현황
광주,35614,2019,일반병실,응급진료결과 현황
광주,29086,2020,일반병실,응급진료결과 현황
광주,30178,2021,일반병실,응급진료결과 현황
광주,31489,2022,일반병실,응급진료결과 현황
광주,33558,2023,일반병실,응급진료결과 현황
광주,23788,2024,일반병실,응급진료결과 현황
대전,45776,2016,일반병실,응급진료결과 현황
대전,44313,2017,일반병실,응급진료결과 현황
대전,42370,2018,일반병실,응급진료결과 현황
대전,40739,2019,일반병실,응급진료결과 현황
대전,32402,2020,일반병실,응급진료결과 현황
대전,32119,2021,일반병실,응급진료결과 현황
대전,32639,2022,일반병실,응급진료결과 현황
대전,39020,2023,일반병실,응급진료결과 현황
대전,28216,2024,일반병실,응급진료결과 현황
울산,15844,2016,일반병실,응급진료결과 현황
울산,15778,2017,일반병실,응급진료결과 현황
울산,16070,2018,일반병실,응급진료결과 현황
울산,16018,2019,일반병실,응급진료결과 현황
울산,13579,2020,일반병실,응급진료결과 현황
울산,13760,2021,일반병실,응급진료결과 현황
울산,14159,2022,일반병실,응급진료결과 현황
울산,22891,2023,일반병실,응급진료결과 현황
울산,21624,2024,일반병실,응급진료결과 현황
세종,1404,2020,일반병실,응급진료결과 현황
세종,3978,2021,일반병실,응급진료결과 현황
세종,4981,2022,일반병실,응급진료결과 현황
세종,5905,2023,일반병실,응급진료결과 현황
세종,4813,2024,일반병실,응급진료결과 현황
경기,200708,2016,일반병실,응급진료결과 현황
경기,201183,2017,일반병실,응급진료결과 현황
경기,210761,2018,일반병실,응급진료결과 현황
경기,231874,2019,일반병실,응급진료결과 현황
경기,180614,2020,일반병실,응급진료결과 현황
경기,197939,2021,일반병실,응급진료결과 현황
경기,203182,2022,일반병실,응급진료결과 현황
경기,253515,2023,일반병실,응급진료결과 현황
경기,217308,2024,일반병실,응급진료결과 현황
강원,33476,2016,일반병실,응급진료결과 현황
강원,37687,2017,일반병실,응급진료결과 현황
강원,38856,2018,일반병실,응급진료결과 현황
강원,40258,2019,일반병실,응급진료결과 현황
강원,35558,2020,일반병실,응급진료결과 현황
강원,33827,2021,일반병실,응급진료결과 현황
강원,34976,2022,일반병실,응급진료결과 현황
강원,36307,2023,일반병실,응급진료결과 현황
강원,25983,2024,일반병실,응급진료결과 현황
충북,20726,2016,일반병실,응급진료결과 현황
충북,21261,2017,일반병실,응급진료결과 현황
충북,20834,2018,일반병실,응급진료결과 현황
충북,28828,2019,일반병실,응급진료결과 현황
충북,23480,2020,일반병실,응급진료결과 현황
충북,23074,2021,일반병실,응급진료결과 현황
충북,24227,2022,일반병실,응급진료결과 현황
충북,31045,2023,일반병실,응급진료결과 현황
충북,33049,2024,일반병실,응급진료결과 현황
충남,38693,2016,일반병실,응급진료결과 현황
충남,38246,2017,일반병실,응급진료결과 현황
충남,40573,2018,일반병실,응급진료결과 현황
충남,41314,2019,일반병실,응급진료결과 현황
충남,31142,2020,일반병실,응급진료결과 현황
충남,30763,2021,일반병실,응급진료결과 현황
충남,33774,2022,일반병실,응급진료결과 현황
충남,38408,2023,일반병실,응급진료결과 현황
충남,37301,2024,일반병실,응급진료결과 현황
전북,45510,2016,일반병실,응급진료결과 현황
전북,49561,2017,일반병실,응급진료결과 현황
전북,48956,2018,일반병실,응급진료결과 현황
전북,54519,2019,일반병실,응급진료결과 현황
전북,47468,2020,일반병실,응급진료결과 현황
전북,46441,2021,일반병실,응급진료결과 현황
전북,51017,2022,일반병실,응급진료결과 현황
전북,57915,2023,일반병실,응급진료결과 현황
전북,50200,2024,일반병실,응급진료결과 현황
전남,19740,2016,일반병실,응급진료결과 현황
전남,21036,2017,일반병실,응급진료결과 현황
전남,22131,2018,일반병실,응급진료결과 현황
전남,21761,2019,일반병실,응급진료결과 현황
전남,20457,2020,일반병실,응급진료결과 현황
전남,19512,2021,일반병실,응급진료결과 현황
전남,18552,2022,일반병실,응급진료결과 현황
전남,20798,2023,일반병실,응급진료결과 현황
전남,19436,2024,일반병실,응급진료결과 현황
경북,42701,2016,일반병실,응급진료결과 현황
경북,43191,2017,일반병실,응급진료결과 현황
경북,42412,2018,일반병실,응급진료결과 현황
경북,40559,2019,일반병실,응급진료결과 현황
경북,31946,2020,일반병실,응급진료결과 현황
경북,33670,2021,일반병실,응급진료결과 현황
경북,32745,2022,일반병실,응급진료결과 현황
경북,35451,2023,일반병실,응급진료결과 현황
경북,37000,2024,일반병실,응급진료결과 현황
경남,42393,2016,일반병실,응급진료결과 현황
경남,50364,2017,일반병실,응급진료결과 현황
경남,53725,2018,일반병실,응급진료결과 현황
경남,51709,2019,일반병실,응급진료결과 현황
경남,44879,2020,일반병실,응급진료결과 현황
경남,45552,2021,일반병실,응급진료결과 현황
경남,47602,2022,일반병실,응급진료결과 현황
경남,50933,2023,일반병실,응급진료결과 현황
경남,42512,2024,일반병실,응급진료결과 현황
제주,22605,2016,일반병실,응급진료결과 현황
제주,20872,2017,일반병실,응급진료결과 현황
제주,20834,2018,일반병실,응급진료결과 현황
제주,19961,2019,일반병실,응급진료결과 현황
제주,15878,2020,일반병실,응급진료결과 현황
제주,15195,2021,일반병실,응급진료결과 현황
제주,16746,2022,일반병실,응급진료결과 현황
제주,17331,2023,일반병실,응급진료결과 현황
제주,15479,2024,일반병실,응급진료결과 현황
전체,147366,2016,중환자실,응급진료결과 현황
전체,153938,2017,중환자실,응급진료결과 현황
전체,154621,2018,중환자실,응급진료결과 현황
전체,159731,2019,중환자실,응급진료결과 현황
전체,152648,2020,중환자실,응급진료결과 현황
전체,150729,2021,중환자실,응급진료결과 현황
전체,153103,2022,중환자실,응급진료결과 현황
전체,177579,2023,중환자실,응급진료결과 현황
전체,174271,2024,중환자실,응급진료결과 현황
서울,28252,2016,중환자실,응급진료결과 현황
서울,30915,2017,중환자실,응급진료결과 현황
서울,29988,2018,중환자실,응급진료결과 현황
서울,28187,2019,중환자실,응급진료결과 현황
서울,27166,2020,중환자실,응급진료결과 현황
서울,26318,2021,중환자실,응급진료결과 현황
서울,28021,2022,중환자실,응급진료결과 현황
서울,32226,2023,중환자실,응급진료결과 현황
서울,28767,2024,중환자실,응급진료결과 현황
부산,8216,2016,중환자실,응급진료결과 현황
부산,8649,2017,중환자실,응급진료결과 현황
부산,7924,2018,중환자실,응급진료결과 현황
부산,8448,2019,중환자실,응급진료결과 현황
부산,8671,2020,중환자실,응급진료결과 현황
부산,8469,2021,중환자실,응급진료결과 현황
부산,8358,2022,중환자실,응급진료결과 현황
부산,9426,2023,중환자실,응급진료결과 현황
부산,8258,2024,중환자실,응급진료결과 현황
대구,8672,2016,중환자실,응급진료결과 현황
대구,9493,2017,중환자실,응급진료결과 현황
대구,8340,2018,중환자실,응급진료결과 현황
대구,8519,2019,중환자실,응급진료결과 현황
대구,8245,2020,중환자실,응급진료결과 현황
대구,8877,2021,중환자실,응급진료결과 현황
대구,8406,2022,중환자실,응급진료결과 현황
대구,8721,2023,중환자실,응급진료결과 현황
대구,7423,2024,중환자실,응급진료결과 현황
인천,9756,2016,중환자실,응급진료결과 현황
인천,9952,2017,중환자실,응급진료결과 현황
인천,10207,2018,중환자실,응급진료결과 현황
인천,11522,2019,중환자실,응급진료결과 현황
인천,11545,2020,중환자실,응급진료결과 현황
인천,10417,2021,중환자실,응급진료결과 현황
인천,10253,2022,중환자실,응급진료결과 현황
인천,11674,2023,중환자실,응급진료결과 현황
인천,12905,2024,중환자실,응급진료결과 현황
광주,6855,2016,중환자실,응급진료결과 현황
광주,6867,2017,중환자실,응급진료결과 현황
광주,7430,2018,중환자실,응급진료결과 현황
광주,7714,2019,중환자실,응급진료결과 현황
광주,7389,2020,중환자실,응급진료결과 현황
광주,7201,2021,중환자실,응급진료결과 현황
광주,7300,2022,중환자실,응급진료결과 현황
광주,7780,2023,중환자실,응급진료결과 현황
광주,7683,2024,중환자실,응급진료결과 현황
대전,6983,2016,중환자실,응급진료결과 현황
대전,6656,2017,중환자실,응급진료결과 현황
대전,7234,2018,중환자실,응급진료결과 현황
대전,6506,2019,중환자실,응급진료결과 현황
대전,6039,2020,중환자실,응급진료결과 현황
대전,5848,2021,중환자실,응급진료결과 현황
대전,6482,2022,중환자실,응급진료결과 현황
대전,7612,2023,중환자실,응급진료결과 현황
대전,6588,2024,중환자실,응급진료결과 현황
울산,2702,2016,중환자실,응급진료결과 현황
울산,2846,2017,중환자실,응급진료결과 현황
울산,3184,2018,중환자실,응급진료결과 현황
울산,2996,2019,중환자실,응급진료결과 현황
울산,2776,2020,중환자실,응급진료결과 현황
울산,2740,2021,중환자실,응급진료결과 현황
울산,2745,2022,중환자실,응급진료결과 현황
울산,4059,2023,중환자실,응급진료결과 현황
울산,4654,2024,중환자실,응급진료결과 현황
세종,136,2020,중환자실,응급진료결과 현황
세종,377,2021,중환자실,응급진료결과 현황
세종,381,2022,중환자실,응급진료결과 현황
세종,459,2023,중환자실,응급진료결과 현황
세종,423,2024,중환자실,응급진료결과 현황
경기,31495,2016,중환자실,응급진료결과 현황
경기,31626,2017,중환자실,응급진료결과 현황
경기,32442,2018,중환자실,응급진료결과 현황
경기,35945,2019,중환자실,응급진료결과 현황
경기,33357,2020,중환자실,응급진료결과 현황
경기,33355,2021,중환자실,응급진료결과 현황
경기,33317,2022,중환자실,응급진료결과 현황
경기,42162,2023,중환자실,응급진료결과 현황
경기,42735,2024,중환자실,응급진료결과 현황
강원,6804,2016,중환자실,응급진료결과 현황
강원,7693,2017,중환자실,응급진료결과 현황
강원,7313,2018,중환자실,응급진료결과 현황
강원,8159,2019,중환자실,응급진료결과 현황
강원,7571,2020,중환자실,응급진료결과 현황
강원,7344,2021,중환자실,응급진료결과 현황
강원,6751,2022,중환자실,응급진료결과 현황
강원,8052,2023,중환자실,응급진료결과 현황
강원,7340,2024,중환자실,응급진료결과 현황
충북,3568,2016,중환자실,응급진료결과 현황
충북,3294,2017,중환자실,응급진료결과 현황
충북,3506,2018,중환자실,응급진료결과 현황
충북,4548,2019,중환자실,응급진료결과 현황
충북,4424,2020,중환자실,응급진료결과 현황
충북,4977,2021,중환자실,응급진료결과 현황
충북,5196,2022,중환자실,응급진료결과 현황
충북,6070,2023,중환자실,응급진료결과 현황
충북,6461,2024,중환자실,응급진료결과 현황
충남,6262,2016,중환자실,응급진료결과 현황
충남,6484,2017,중환자실,응급진료결과 현황
충남,6379,2018,중환자실,응급진료결과 현황
충남,6569,2019,중환자실,응급진료결과 현황
충남,5484,2020,중환자실,응급진료결과 현황
충남,5583,2021,중환자실,응급진료결과 현황
충남,6198,2022,중환자실,응급진료결과 현황
충남,7066,2023,중환자실,응급진료결과 현황
충남,7198,2024,중환자실,응급진료결과 현황
전북,6358,2016,중환자실,응급진료결과 현황
전북,6064,2017,중환자실,응급진료결과 현황
전북,6169,2018,중환자실,응급진료결과 현황
전북,6193,2019,중환자실,응급진료결과 현황
전북,6171,2020,중환자실,응급진료결과 현황
전북,5399,2021,중환자실,응급진료결과 현황
전북,5960,2022,중환자실,응급진료결과 현황
전북,6822,2023,중환자실,응급진료결과 현황
전북,7153,2024,중환자실,응급진료결과 현황
전남,4202,2016,중환자실,응급진료결과 현황
전남,4601,2017,중환자실,응급진료결과 현황
전남,4769,2018,중환자실,응급진료결과 현황
전남,4752,2019,중환자실,응급진료결과 현황
전남,4945,2020,중환자실,응급진료결과 현황
전남,5047,2021,중환자실,응급진료결과 현황
전남,4781,2022,중환자실,응급진료결과 현황
전남,4908,2023,중환자실,응급진료결과 현황
전남,5290,2024,중환자실,응급진료결과 현황
경북,8097,2016,중환자실,응급진료결과 현황
경북,8646,2017,중환자실,응급진료결과 현황
경북,9421,2018,중환자실,응급진료결과 현황
경북,9425,2019,중환자실,응급진료결과 현황
경북,8637,2020,중환자실,응급진료결과 현황
경북,8420,2021,중환자실,응급진료결과 현황
경북,8409,2022,중환자실,응급진료결과 현황
경북,9164,2023,중환자실,응급진료결과 현황
경북,9676,2024,중환자실,응급진료결과 현황
경남,5123,2016,중환자실,응급진료결과 현황
경남,5944,2017,중환자실,응급진료결과 현황
경남,6366,2018,중환자실,응급진료결과 현황
경남,6305,2019,중환자실,응급진료결과 현황
경남,6349,2020,중환자실,응급진료결과 현황
경남,6657,2021,중환자실,응급진료결과 현황
경남,6928,2022,중환자실,응급진료결과 현황
경남,7933,2023,중환자실,응급진료결과 현황
경남,8510,2024,중환자실,응급진료결과 현황
제주,4021,2016,중환자실,응급진료결과 현황
제주,4208,2017,중환자실,응급진료결과 현황
제주,3949,2018,중환자실,응급진료결과 현황
제주,3943,2019,중환자실,응급진료결과 현황
제주,3743,2020,중환자실,응급진료결과 현황
제주,3700,2021,중환자실,응급진료결과 현황
제주,3617,2022,중환자실,응급진료결과 현황
제주,3445,2023,중환자실,응급진료결과 현황
제주,3207,2024,중환자실,응급진료결과 현황
전체,40703,2016,수술실→병실,응급진료결과 현황
전체,43098,2017,수술실→병실,응급진료결과 현황
전체,43678,2018,수술실→병실,응급진료결과 현황
전체,43123,2019,수술실→병실,응급진료결과 현황
전체,37527,2020,수술실→병실,응급진료결과 현황
전체,41403,2021,수술실→병실,응급진료결과 현황
전체,41530,2022,수술실→병실,응급진료결과 현황
전체,41709,2023,수술실→병실,응급진료결과 현황
전체,32543,2024,수술실→병실,응급진료결과 현황
서울,9120,2016,수술실→병실,응급진료결과 현황
서울,8787,2017,수술실→병실,응급진료결과 현황
서울,9331,2018,수술실→병실,응급진료결과 현황
서울,8431,2019,수술실→병실,응급진료결과 현황
서울,6887,2020,수술실→병실,응급진료결과 현황
서울,7807,2021,수술실→병실,응급진료결과 현황
서울,8625,2022,수술실→병실,응급진료결과 현황
서울,8596,2023,수술실→병실,응급진료결과 현황
서울,5789,2024,수술실→병실,응급진료결과 현황
부산,1970,2016,수술실→병실,응급진료결과 현황
부산,1634,2017,수술실→병실,응급진료결과 현황
부산,2506,2018,수술실→병실,응급진료결과 현황
부산,2558,2019,수술실→병실,응급진료결과 현황
부산,2054,2020,수술실→병실,응급진료결과 현황
부산,1954,2021,수술실→병실,응급진료결과 현황
부산,1952,2022,수술실→병실,응급진료결과 현황
부산,1790,2023,수술실→병실,응급진료결과 현황
부산,1376,2024,수술실→병실,응급진료결과 현황
대구,2356,2016,수술실→병실,응급진료결과 현황
대구,2519,2017,수술실→병실,응급진료결과 현황
대구,2462,2018,수술실→병실,응급진료결과 현황
대구,2511,2019,수술실→병실,응급진료결과 현황
대구,2232,2020,수술실→병실,응급진료결과 현황
대구,2641,2021,수술실→병실,응급진료결과 현황
대구,2574,2022,수술실→병실,응급진료결과 현황
대구,2186,2023,수술실→병실,응급진료결과 현황
대구,1382,2024,수술실→병실,응급진료결과 현황
인천,1625,2016,수술실→병실,응급진료결과 현황
인천,1887,2017,수술실→병실,응급진료결과 현황
인천,2053,2018,수술실→병실,응급진료결과 현황
인천,1779,2019,수술실→병실,응급진료결과 현황
인천,1591,2020,수술실→병실,응급진료결과 현황
인천,1854,2021,수술실→병실,응급진료결과 현황
인천,2134,2022,수술실→병실,응급진료결과 현황
인천,1976,2023,수술실→병실,응급진료결과 현황
인천,1647,2024,수술실→병실,응급진료결과 현황
광주,1919,2016,수술실→병실,응급진료결과 현황
광주,2210,2017,수술실→병실,응급진료결과 현황
광주,2365,2018,수술실→병실,응급진료결과 현황
광주,2127,2019,수술실→병실,응급진료결과 현황
광주,1848,2020,수술실→병실,응급진료결과 현황
광주,1785,2021,수술실→병실,응급진료결과 현황
광주,1222,2022,수술실→병실,응급진료결과 현황
광주,1572,2023,수술실→병실,응급진료결과 현황
광주,1420,2024,수술실→병실,응급진료결과 현황
대전,1184,2016,수술실→병실,응급진료결과 현황
대전,1379,2017,수술실→병실,응급진료결과 현황
대전,1390,2018,수술실→병실,응급진료결과 현황
대전,1422,2019,수술실→병실,응급진료결과 현황
대전,1165,2020,수술실→병실,응급진료결과 현황
대전,1145,2021,수술실→병실,응급진료결과 현황
대전,1112,2022,수술실→병실,응급진료결과 현황
대전,1468,2023,수술실→병실,응급진료결과 현황
대전,1173,2024,수술실→병실,응급진료결과 현황
울산,464,2016,수술실→병실,응급진료결과 현황
울산,544,2017,수술실→병실,응급진료결과 현황
울산,500,2018,수술실→병실,응급진료결과 현황
울산,591,2019,수술실→병실,응급진료결과 현황
울산,428,2020,수술실→병실,응급진료결과 현황
울산,481,2021,수술실→병실,응급진료결과 현황
울산,470,2022,수술실→병실,응급진료결과 현황
울산,889,2023,수술실→병실,응급진료결과 현황
울산,667,2024,수술실→병실,응급진료결과 현황
세종,118,2020,수술실→병실,응급진료결과 현황
세종,319,2021,수술실→병실,응급진료결과 현황
세종,346,2022,수술실→병실,응급진료결과 현황
세종,337,2023,수술실→병실,응급진료결과 현황
세종,242,2024,수술실→병실,응급진료결과 현황
경기,9164,2016,수술실→병실,응급진료결과 현황
경기,9516,2017,수술실→병실,응급진료결과 현황
경기,8664,2018,수술실→병실,응급진료결과 현황
경기,9230,2019,수술실→병실,응급진료결과 현황
경기,7927,2020,수술실→병실,응급진료결과 현황
경기,9137,2021,수술실→병실,응급진료결과 현황
경기,9255,2022,수술실→병실,응급진료결과 현황
경기,9121,2023,수술실→병실,응급진료결과 현황
경기,7479,2024,수술실→병실,응급진료결과 현황
강원,1663,2016,수술실→병실,응급진료결과 현황
강원,1977,2017,수술실→병실,응급진료결과 현황
강원,1944,2018,수술실→병실,응급진료결과 현황
강원,1593,2019,수술실→병실,응급진료결과 현황
강원,1460,2020,수술실→병실,응급진료결과 현황
강원,1529,2021,수술실→병실,응급진료결과 현황
강원,1563,2022,수술실→병실,응급진료결과 현황
강원,1523,2023,수술실→병실,응급진료결과 현황
강원,1138,2024,수술실→병실,응급진료결과 현황
충북,909,2016,수술실→병실,응급진료결과 현황
충북,936,2017,수술실→병실,응급진료결과 현황
충북,954,2018,수술실→병실,응급진료결과 현황
충북,1222,2019,수술실→병실,응급진료결과 현황
충북,1093,2020,수술실→병실,응급진료결과 현황
충북,757,2021,수술실→병실,응급진료결과 현황
충북,715,2022,수술실→병실,응급진료결과 현황
충북,913,2023,수술실→병실,응급진료결과 현황
충북,796,2024,수술실→병실,응급진료결과 현황
충남,1328,2016,수술실→병실,응급진료결과 현황
충남,1365,2017,수술실→병실,응급진료결과 현황
충남,1393,2018,수술실→병실,응급진료결과 현황
충남,1381,2019,수술실→병실,응급진료결과 현황
충남,1170,2020,수술실→병실,응급진료결과 현황
충남,1358,2021,수술실→병실,응급진료결과 현황
충남,1200,2022,수술실→병실,응급진료결과 현황
충남,998,2023,수술실→병실,응급진료결과 현황
충남,831,2024,수술실→병실,응급진료결과 현황
전북,2936,2016,수술실→병실,응급진료결과 현황
전북,3458,2017,수술실→병실,응급진료결과 현황
전북,3228,2018,수술실→병실,응급진료결과 현황
전북,3142,2019,수술실→병실,응급진료결과 현황
전북,3015,2020,수술실→병실,응급진료결과 현황
전북,3463,2021,수술실→병실,응급진료결과 현황
전북,3185,2022,수술실→병실,응급진료결과 현황
전북,3399,2023,수술실→병실,응급진료결과 현황
전북,2764,2024,수술실→병실,응급진료결과 현황
전남,944,2016,수술실→병실,응급진료결과 현황
전남,1052,2017,수술실→병실,응급진료결과 현황
전남,1076,2018,수술실→병실,응급진료결과 현황
전남,1131,2019,수술실→병실,응급진료결과 현황
전남,1099,2020,수술실→병실,응급진료결과 현황
전남,1120,2021,수술실→병실,응급진료결과 현황
전남,1104,2022,수술실→병실,응급진료결과 현황
전남,993,2023,수술실→병실,응급진료결과 현황
전남,942,2024,수술실→병실,응급진료결과 현황
경북,1763,2016,수술실→병실,응급진료결과 현황
경북,1644,2017,수술실→병실,응급진료결과 현황
경북,1732,2018,수술실→병실,응급진료결과 현황
경북,1812,2019,수술실→병실,응급진료결과 현황
경북,1603,2020,수술실→병실,응급진료결과 현황
경북,1767,2021,수술실→병실,응급진료결과 현황
경북,1666,2022,수술실→병실,응급진료결과 현황
경북,1652,2023,수술실→병실,응급진료결과 현황
경북,1631,2024,수술실→병실,응급진료결과 현황
경남,2580,2016,수술실→병실,응급진료결과 현황
경남,3293,2017,수술실→병실,응급진료결과 현황
경남,3312,2018,수술실→병실,응급진료결과 현황
경남,3438,2019,수술실→병실,응급진료결과 현황
경남,3103,2020,수술실→병실,응급진료결과 현황
경남,3474,2021,수술실→병실,응급진료결과 현황
경남,3277,2022,수술실→병실,응급진료결과 현황
경남,3251,2023,수술실→병실,응급진료결과 현황
경남,2483,2024,수술실→병실,응급진료결과 현황
제주,778,2016,수술실→병실,응급진료결과 현황
제주,897,2017,수술실→병실,응급진료결과 현황
제주,768,2018,수술실→병실,응급진료결과 현황
제주,755,2019,수술실→병실,응급진료결과 현황
제주,734,2020,수술실→병실,응급진료결과 현황
제주,812,2021,수술실→병실,응급진료결과 현황
제주,1130,2022,수술실→병실,응급진료결과 현황
제주,1045,2023,수술실→병실,응급진료결과 현황
제주,783,2024,수술실→병실,응급진료결과 현황
전체,27906,2016,수술실→중환자실,응급진료결과 현황
전체,33232,2017,수술실→중환자실,응급진료결과 현황
전체,35919,2018,수술실→중환자실,응급진료결과 현황
전체,37306,2019,수술실→중환자실,응급진료결과 현황
전체,35821,2020,수술실→중환자실,응급진료결과 현황
전체,35991,2021,수술실→중환자실,응급진료결과 현황
전체,33918,2022,수술실→중환자실,응급진료결과 현황
전체,38926,2023,수술실→중환자실,응급진료결과 현황
전체,39593,2024,수술실→중환자실,응급진료결과 현황
서울,5417,2016,수술실→중환자실,응급진료결과 현황
서울,6980,2017,수술실→중환자실,응급진료결과 현황
서울,7398,2018,수술실→중환자실,응급진료결과 현황
서울,6736,2019,수술실→중환자실,응급진료결과 현황
서울,6565,2020,수술실→중환자실,응급진료결과 현황
서울,6476,2021,수술실→중환자실,응급진료결과 현황
서울,6688,2022,수술실→중환자실,응급진료결과 현황
서울,7430,2023,수술실→중환자실,응급진료결과 현황
서울,7207,2024,수술실→중환자실,응급진료결과 현황
부산,1770,2016,수술실→중환자실,응급진료결과 현황
부산,1837,2017,수술실→중환자실,응급진료결과 현황
부산,2344,2018,수술실→중환자실,응급진료결과 현황
부산,2278,2019,수술실→중환자실,응급진료결과 현황
부산,2296,2020,수술실→중환자실,응급진료결과 현황
부산,1910,2021,수술실→중환자실,응급진료결과 현황
부산,1874,2022,수술실→중환자실,응급진료결과 현황
부산,1925,2023,수술실→중환자실,응급진료결과 현황
부산,1952,2024,수술실→중환자실,응급진료결과 현황
대구,1085,2016,수술실→중환자실,응급진료결과 현황
대구,1394,2017,수술실→중환자실,응급진료결과 현황
대구,1589,2018,수술실→중환자실,응급진료결과 현황
대구,1484,2019,수술실→중환자실,응급진료결과 현황
대구,1291,2020,수술실→중환자실,응급진료결과 현황
대구,1210,2021,수술실→중환자실,응급진료결과 현황
대구,1204,2022,수술실→중환자실,응급진료결과 현황
대구,1335,2023,수술실→중환자실,응급진료결과 현황
대구,1106,2024,수술실→중환자실,응급진료결과 현황
인천,2332,2016,수술실→중환자실,응급진료결과 현황
인천,2583,2017,수술실→중환자실,응급진료결과 현황
인천,2494,2018,수술실→중환자실,응급진료결과 현황
인천,2585,2019,수술실→중환자실,응급진료결과 현황
인천,2615,2020,수술실→중환자실,응급진료결과 현황
인천,2642,2021,수술실→중환자실,응급진료결과 현황
인천,2386,2022,수술실→중환자실,응급진료결과 현황
인천,2748,2023,수술실→중환자실,응급진료결과 현황
인천,2892,2024,수술실→중환자실,응급진료결과 현황
광주,930,2016,수술실→중환자실,응급진료결과 현황
광주,953,2017,수술실→중환자실,응급진료결과 현황
광주,964,2018,수술실→중환자실,응급진료결과 현황
광주,1096,2019,수술실→중환자실,응급진료결과 현황
광주,1134,2020,수술실→중환자실,응급진료결과 현황
광주,1126,2021,수술실→중환자실,응급진료결과 현황
광주,911,2022,수술실→중환자실,응급진료결과 현황
광주,998,2023,수술실→중환자실,응급진료결과 현황
광주,1285,2024,수술실→중환자실,응급진료결과 현황
대전,1148,2016,수술실→중환자실,응급진료결과 현황
대전,1428,2017,수술실→중환자실,응급진료결과 현황
대전,1366,2018,수술실→중환자실,응급진료결과 현황
대전,1357,2019,수술실→중환자실,응급진료결과 현황
대전,1031,2020,수술실→중환자실,응급진료결과 현황
대전,979,2021,수술실→중환자실,응급진료결과 현황
대전,884,2022,수술실→중환자실,응급진료결과 현황
대전,1081,2023,수술실→중환자실,응급진료결과 현황
대전,1191,2024,수술실→중환자실,응급진료결과 현황
울산,674,2016,수술실→중환자실,응급진료결과 현황
울산,833,2017,수술실→중환자실,응급진료결과 현황
울산,909,2018,수술실→중환자실,응급진료결과 현황
울산,962,2019,수술실→중환자실,응급진료결과 현황
울산,976,2020,수술실→중환자실,응급진료결과 현황
울산,943,2021,수술실→중환자실,응급진료결과 현황
울산,932,2022,수술실→중환자실,응급진료결과 현황
울산,1242,2023,수술실→중환자실,응급진료결과 현황
울산,1296,2024,수술실→중환자실,응급진료결과 현황
세종,67,2020,수술실→중환자실,응급진료결과 현황
세종,122,2021,수술실→중환자실,응급진료결과 현황
세종,117,2022,수술실→중환자실,응급진료결과 현황
세종,114,2023,수술실→중환자실,응급진료결과 현황
세종,70,2024,수술실→중환자실,응급진료결과 현황
경기,5792,2016,수술실→중환자실,응급진료결과 현황
경기,6870,2017,수술실→중환자실,응급진료결과 현황
경기,7328,2018,수술실→중환자실,응급진료결과 현황
경기,8567,2019,수술실→중환자실,응급진료결과 현황
경기,7816,2020,수술실→중환자실,응급진료결과 현황
경기,8424,2021,수술실→중환자실,응급진료결과 현황
경기,7847,2022,수술실→중환자실,응급진료결과 현황
경기,9396,2023,수술실→중환자실,응급진료결과 현황
경기,9448,2024,수술실→중환자실,응급진료결과 현황
강원,1406,2016,수술실→중환자실,응급진료결과 현황
강원,1685,2017,수술실→중환자실,응급진료결과 현황
강원,1588,2018,수술실→중환자실,응급진료결과 현황
강원,1373,2019,수술실→중환자실,응급진료결과 현황
강원,1285,2020,수술실→중환자실,응급진료결과 현황
강원,1394,2021,수술실→중환자실,응급진료결과 현황
강원,1360,2022,수술실→중환자실,응급진료결과 현황
강원,1377,2023,수술실→중환자실,응급진료결과 현황
강원,1300,2024,수술실→중환자실,응급진료결과 현황
